Ten_Bai,Seller_ID,Total_Revenue,Total_Orders,Total_Items_Sold,Avg_Item_Revenue,Seller_Rank
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f307937c1bb287c3efc2a514b94b0d1d,216.6,1,1,216.6,2444
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,63272377184e969942f7fff221be858d,216.23,2,2,108.12,2445
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,61f159ef6da2d441951d2c0efa719362,215.98,3,3,71.99,2446
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bdf0d02d36a1d839d0c39c4a887cdd49,215.95,5,7,30.85,2447
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,039b29ff3b3473435d0cd59040575de9,215.55,9,9,23.95,2448
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bd4ff04377f974574f7f0bf9d6ce7dde,215.1,4,4,53.78,2449
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c04d70d515d15a7e3db3a73320598566,214.82,3,4,53.71,2450
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4450bd8327d471c4a11a83d1445b1b62,214.56,1,1,214.56,2451
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5659d77e8d90378e39b960ad5956f64e,213.13,2,2,106.57,2452
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,78ba5933c21686d1c2f64669c8c459e7,212.57,2,2,106.29,2453
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c353f8fc0ce8344999f17d578eb69a5e,212.57,2,2,106.29,2453
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,19484c79cef6c062cb177aa4ef2fcc3c,212.06,1,1,212.06,2454
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,98dddbc4601dd4443ca174359b237166,211.67,2,2,105.84,2455
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4a82c4af97ffc0fb2dc26bfdc03b1842,210.9,3,3,70.3,2456
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fedf2c1386e137f296b3bbf3b635e69d,210.9,2,5,42.18,2457
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b906dd0e57f282c7089171b6ed07982e,210.75,2,2,105.38,2458
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,45c20d94d9171b0bcfab3c955e47d67b,210.57,4,4,52.64,2459
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8e34331b7eedd03be4e5d965c1956225,210.44,5,5,42.09,2460
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,22c32ec35d0116ef02c281798a25bf8b,210.01,4,6,35.0,2461
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6ba4733aa33f6386e9fb0c0fd3993b38,209.88,3,3,69.96,2462
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4bcec44888b30ba9001234c534716d3f,209.23,5,5,41.85,2463
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7d7866a99a8656a42c7ff6352a433410,207.38,5,5,41.48,2464
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b00af24704019bd2e1b335e70ad11f7c,207.25,1,1,207.25,2465
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,119c7f1a00ef43fad0e57604e76a747c,206.82,2,2,103.41,2466
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0b64bcdb0784abc139af04077d49a20e,205.81,4,4,51.45,2467
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0692610d8abe24f287e9fae90ea0bbee,205.72,4,4,51.43,2468
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d9c349beabc06aa6ff1c6d68b5e9e22e,205.65,1,1,205.65,2469
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,43a1d4bab73b816e44ef4e4facd9f9b5,205.4,1,1,205.4,2470
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bd0a1b0aadca9a83d9304f7e8ff5fbd5,205.19,4,4,51.3,2471
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7adbd3210a7b3cc2235e225eef33574d,204.86,3,3,68.29,2472
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7cf4ea70955b00d6b3c22542598e2715,204.81,1,1,204.81,2473
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2235cf78d3e2073a88146a9cb60f0dd0,204.76,1,1,204.76,2474
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,964ff64dc05b13811c6d0f41e0aa5f6b,204.06,1,1,204.06,2475
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,698f5fa55a5f73d0740e9d9a773e8093,203.99,4,6,34.0,2476
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5a9b3bcab695173c820e53934574ae80,203.77,1,1,203.77,2477
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,87f3e35268860433e13d577825aada95,203.48,3,3,67.83,2478
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aae5953b9edddf14749c0d65d60eb4b9,202.9,2,2,101.45,2479
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,686886775c8f6b1191c7b953fb52708c,202.62,1,1,202.62,2480
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bb3dca718920a4d7ec3cc9ffb025108b,201.7,2,3,67.23,2481
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d3e7d37c0df9aef383f3f2a15b0dddfb,201.34,1,1,201.34,2482
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0ade5cc4a305ed7093a23f68ca47519c,201.27,2,2,100.63,2483
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a4e634166243bbb3a13fa584463fa468,201.18,2,2,100.59,2484
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5def4c3732941a971cba8fdee992ede1,201.04,5,6,33.51,2485
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,78813699ffac347fe27dba345a5f1551,200.54,1,1,200.54,2486
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,51a04a8a6bdcb23deccc82b0b80742cf,199.92,1,1,199.92,2487
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4dc2e811a1760953cb7c6a590b498943,199.84,1,1,199.84,2488
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c7c7b2682c648339a0e9846bb1023a39,199.68,2,3,66.56,2489
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,88cd3681e0a2ba85e190f7d817629c4c,199.36,1,1,199.36,2490
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e1643dff33666ca629e3644c02738179,199.31,3,3,66.44,2491
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9dd459b29a14bf89d47183cf2cd0e4c7,198.82,2,2,99.41,2492
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b9de031b671cd48b28fae9d828cbf2b4,198.69,1,1,198.69,2493
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,880ce4951cf857ab1d9e0b75c1d856f4,197.72,1,1,197.72,2494
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,57df9869a600bd6b7c405f2a862eccfb,197.21,5,5,39.44,2495
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,52a50b42accf164f9f019941e5759d9b,197.02,4,4,49.26,2496
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d2df77822373f19934e87694d8640767,196.4,2,2,98.2,2497
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,94165aea8a35c3c21499cbcae239b16c,196.11,1,1,196.11,2498
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,15ac3c501e2599e4917316fde5c5669a,195.81,1,1,195.81,2499
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9c57bc60cfad5ee62d35d3f1ce4593a1,195.43,1,1,195.43,2500
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fa5fdc4e4bb6bd1009ad0e4ac4096562,194.85,1,1,194.85,2501
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6a53b90c3ad9e0b56d9fe5c69165fff5,194.78,2,4,48.69,2502
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,56f413900b5166ab4d730e9ac0b12cb0,194.24,3,3,64.75,2503
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7c9130f5f3729edd32aa059141d92484,193.15,3,4,48.29,2504
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3ea08c48e851106d2f584349daba335f,192.94,1,1,192.94,2505
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,533d46c1b06970e99f09523a61df4972,192.62,2,2,96.31,2506
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4bde6149c15cf7e177b36fa060dd6de8,192.46,2,2,96.23,2507
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ea846a0e7ad98a741783e886d89dfa44,192.26,2,3,64.09,2508
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0e72c1a751b496722a6cb1f10653b62a,192.1,3,3,64.03,2509
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2a7c6c0b0d5efde2bf75ec1e1cec2d41,192.04,3,3,64.01,2510
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,657969cca82e884d272385ec0ef06edd,191.56,3,3,63.85,2511
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6902157ee16728322d61a1321fa79e58,191.43,2,2,95.72,2512
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,044668ccd5316b12a7cf0d54a156e3e9,191.35,3,4,47.84,2513
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ec2e006556300a79a5a91e4876ab3a56,191.24,4,8,23.91,2514
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a9b533a26e898b12e8b8d4c07279bf4d,191.06,4,4,47.77,2515
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dd9661d3cda1e6feb237f0c4d8b26f2e,190.98,1,1,190.98,2516
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fc5a0d7a310a7a41abf86a458585ff2b,190.16,2,2,95.08,2517
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a154d7316f158bb42e6fa18bbe3afd3a,190.13,2,2,95.07,2518
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,26e13b6ff5b641b329e5524241ee2c93,189.68,4,4,47.42,2519
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8fbe2ee446b97e128471be4ce983dc0d,188.5,3,3,62.83,2520
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,05ca864204d09595ae591b93ea9cf93d,188.42,1,1,188.42,2521
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4bc3d93e4a5f88a598d3d8ce4ae510b3,188.28,1,1,188.28,2522
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5566627eab3fe93fd6ee08798226101a,187.81,5,5,37.56,2523
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,782f78b632a43875dd5b53e3e49c9564,187.57,2,3,62.52,2524
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,98e164d549402270247f3c96a1a158ef,187.42,2,2,93.71,2525
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,578fa3a9cb6b6dceab39231ad59cdaca,187.2,3,3,62.4,2526
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ef728fa1f17436c91ed1ccd03dcf9631,186.82,3,4,46.71,2527
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c8143b3069f6746a77421b5ce30a450c,185.88,1,1,185.88,2528
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,83c8aafbefb034674a70de0eac5b8954,185.87,2,2,92.94,2529
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,44ed138eca6214d572ce1d813fb0049b,185.8,2,3,61.93,2530
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7178e1eaa97257d8b6d4b80efd77a025,184.71,1,1,184.71,2531
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2ec6e37d992a95eaddb3369dcbcc76d9,183.94,2,2,91.97,2532
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5bc237df65098fe211bb4818f4d26d78,183.89,2,2,91.95,2533
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0daf5180aa44356f60f8effa533b55a2,183.63,2,2,91.82,2534
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ff82e8873fba613f2261a9acc896fd84,183.53,4,4,45.88,2535
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6e85dc5ecd97a61094b89b046a509d8e,182.59,1,1,182.59,2536
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,695051e2981c8b19e77cafe450d5bdf3,182.45,1,1,182.45,2537
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8e4f041ff58e7845456d3482524014b3,182.39,2,2,91.2,2538
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8cb7c5ddf41f4d506eba76e9a4702a25,182.37,2,2,91.19,2539
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aa2640d851ec322526f1295bbeb20092,182.34,1,2,91.17,2540
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,08061dc0fc165ed41288cc7acde738ee,182.22,4,4,45.56,2541
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e3e290b38963293022cdcd6db8328103,182.04,3,3,60.68,2542
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6601ee6383e7f452be71929f8de48bbb,181.94,2,2,90.97,2543
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,99cd94252748d2bdde08e17858233602,181.32,2,2,90.66,2544
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f1ce5fdecd64935c28b9ff932751d0dc,180.53,2,2,90.27,2545
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ace601496e211a664100321f038f50af,179.92,1,1,179.92,2546
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5444b12c82f21c923f2639ebc722c1ea,179.46,1,1,179.46,2547
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,913fd0ebba70bb919f7254a02239173c,179.12,1,1,179.12,2548
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1927cdb9fa74f5270097f6250e8e8f34,178.92,1,1,178.92,2549
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e09887ca8c7bf8a4621ce481820414ef,178.66,3,4,44.66,2550
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fc38b5dceee1a730fad8853453437fbd,178.01,5,5,35.6,2551
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f266295f49a28eee21f413e0cbb0521d,177.94,2,2,88.97,2552
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d26aa40b90272d4843d63be7c1462c8d,177.42,2,2,88.71,2553
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,077c5fae4bea9500e3737b16f71b9d3a,177.24,4,6,29.54,2554
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,96f7c797de9ca20efbe14545bed63eec,176.97,1,3,58.99,2555
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,89757206b887aed36f3e18d858460fea,176.14,2,2,88.07,2556
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7a188843479798ca813108fa7b959286,175.86,1,3,58.62,2557
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,553a440137d6e0cf776aee0bb83ac9f5,175.14,2,2,87.57,2558
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dde698c6d0bd24834c586e5111c2bba7,175.09,1,1,175.09,2559
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9bade61a92bed55a25d2b67b9f4ed739,174.8,2,3,58.27,2560
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fa8d335d68129e464e60c1826a683e96,174.68,1,1,174.68,2561
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e9c2dc0dd4ac38448289be644ac94f42,174.61,3,3,58.2,2562
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ce3ad9de960102d0677a81f5d0bb7b2d,174.21,1,1,174.21,2563
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2039c5e51785b5dde7cf93ccb3b7be2c,173.68,1,1,173.68,2564
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4dab98ca6cd6d3df586203cefd28a042,173.23,1,1,173.23,2565
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c26ba52cf8d2f34915f2f6b7ffa0a3f3,172.65,4,4,43.16,2566
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fc0b214b59a83615fea981c6424a02ae,172.04,1,1,172.04,2567
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fc908879b9ca1bd65419e54e50432d38,171.88,4,4,42.97,2568
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2f9b7ce230a057a98a9f5df5893ee36c,171.85,2,2,85.93,2569
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0b3f27369a4d8df98f7eb91077e438ac,171.39,2,2,85.7,2570
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,37303482a42fb700d8d127e70a9cd6c8,171.38,2,2,85.69,2571
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3903c788ded8dc03b5ebab37a2f3e9a1,171.25,5,5,34.25,2572
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f049a72cf58fd31b11f8919cade515e7,170.99,3,4,42.75,2573
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,44717f64ec2a457979cf83c429077666,170.91,2,3,56.97,2574
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3442033154be05bac582e173ef54fd12,169.39,1,1,169.39,2575
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4867209cb29b56b92893d7bde3ce8012,169.15,1,1,169.15,2576
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d8b8f2cf9ff6ba0389072541cb42498c,169.01,1,1,169.01,2577
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f3041c2e75ec683697a6a5ea82192210,169.0,1,1,169.0,2578
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2d34636518ba88f5349b732fcf8ba2e4,168.63,1,1,168.63,2579
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0b09101900100c0e9d312861fad5a1b9,168.36,1,1,168.36,2580
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9523fb39dd240aa958e040f8183d64f3,168.29,1,1,168.29,2581
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bca9230d3bbb4efa51872bf605a2f1ad,168.2,5,5,33.64,2582
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,50a7e551a7b3f8d37cd6e32d8bfbe5ea,167.96,1,1,167.96,2583
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d3891911c2feae53c52fea2bd14054e5,166.99,2,2,83.5,2584
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1e47d8b6546eb3a77b1acddcc9406242,166.71,1,1,166.71,2585
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,941554c5757b73ba0e50aa7732310afc,166.35,3,4,41.59,2586
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,57a834594e1e9e9219603bfec184eadc,166.05,1,1,166.05,2587
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7c4adcc13272c0e26fa23aac642adb7b,165.63,2,2,82.82,2588
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c398bc00a606d33758afd91f4e64fd15,165.5,2,2,82.75,2589
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,49f8d2ea7b718d0ce587d34207caf2b4,165.26,1,1,165.26,2590
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c7bb64409aa480bb7d0335faaaf3d242,165.16,4,4,41.29,2591
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dd39ad39b5d3df33037e141c72497ba6,164.85,2,2,82.43,2592
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9fe7c6641c79970ab48185498f547c09,164.71,1,1,164.71,2593
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4ddeb3e828550cddc8d45c8bc36ab2d1,164.45,1,1,164.45,2594
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fd312b6bf05efac6c3772d5b52205d8a,164.32,2,4,41.08,2595
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,47f55702f598c7c6cc8458b0fbc1c49a,163.4,2,2,81.7,2596
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,391bbd13b6452244774beff1824006ed,163.2,2,2,81.6,2597
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1b0b0f4f95e962d6f32fe90c759d0479,163.17,2,2,81.59,2598
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,59bbc819b99a733f02f0d6b49d1c253d,162.75,2,2,81.38,2599
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,19d62d484cba71963c93f0f00ab42013,162.59,1,1,162.59,2600
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3bb32fedaa74e4ad20f4ce067733bd31,162.56,2,3,54.19,2601
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8cf21434553b02cbd37c0bbd07e041b0,162.13,2,2,81.07,2602
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f664f98bfda2eaf266a23ff144e7a872,161.8,2,2,80.9,2603
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,461ff5303b6c9c1a4a07f40c5aece516,161.43,3,3,53.81,2604
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,398cb257329ef7af7f1943a8974a3cbc,161.37,1,1,161.37,2605
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8eb88b0acb3f90a717ad659221471fa7,160.67,2,2,80.34,2606
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a89e143d5211473ae18db9577ee34b64,159.68,2,2,79.84,2607
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e8ff5a6ceb895583033fc2a0f314e3c2,158.97,1,1,158.97,2608
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ab91571efab27993ff2f6b36e38055c3,158.93,3,4,39.73,2609
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,36f98ad67cc981f50ce8aed093d5783c,158.62,2,2,79.31,2610
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3f8247d0f772ffa58560e5c682521ad5,158.45,1,1,158.45,2611
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1fbe10c70e30765ed1de86d9f7e98409,158.11,2,6,26.35,2612
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e82de6494d91d3c4c54450f59b227a94,157.7,3,3,52.57,2613
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,741f8c587cb4248ebc5b779a0e8e0e51,157.64,5,5,31.53,2614
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,be1e9e378700cecaa4ebf71433d7915c,157.51,2,2,78.76,2615
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e00d85ce20ea50c1224c66ca5050527d,157.3,1,1,157.3,2616
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4c4d546adf3c3868fe19c9ec6e9ffda9,157.09,2,3,52.36,2617
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,062c325cd6a2b87845fab56b4ec2eeae,157.08,2,2,78.54,2618
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,40ec8ab6cdafbcc4f544da38c67da39a,157.0,2,2,78.5,2619
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,59de1d4c8c057c2a53acd4ca66531af2,156.75,1,1,156.75,2620
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,712efd3b68f9686dc856b84abd0f21ae,156.16,1,1,156.16,2621
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9558aa23f77a9e0a0eca83540999f43b,155.58,2,2,77.79,2622
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4a5b36211b1f51bf7eaa5c10a57fa483,155.26,1,1,155.26,2623
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bf0045791395e66460eb04749c68672a,155.25,2,2,77.63,2624
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,876182d1918783bbe15233febfbd4926,155.0,3,3,51.67,2625
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,26e2e5033827d2ba53929f43e03d8ffe,154.78,1,1,154.78,2626
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,96e5dc09087bad639b4ee193104ec2e5,154.44,2,2,77.22,2627
